Document set number (Dnnn)
|    Summary type (M = multi-doc, P= single-doc)
|    | Base TREC document id
|    | |               Summary target size (10,50,100,200)
|    | |               |    Peer size (whitespace-delimited tokens)
|    | |               |    |  Document selector code (A-J)
|    | |               |    |  |
|    | |               |    |  |   Model summarizer code (A-J)
|    | |               |    |  |   | Assessor code (A-C,E-J)
|    | |               |    |  |   | |  Peer summarizer code (baseline[1-3], manual[A-J]submission, or system submission[15-31])
|    | |               |    |  |   | |  |      Count of quality questions with non-0 answers   
|    | |               |    |  |   | |  |      |  ######### 12 peer quality questions ask for counts of ERRORS 
|    | |               |    |  |   | |  |      |  Q1        (0 = 0, 1 = 1-5, 2 = 6-10, 3 = 11 or more)
|    | |               |    |  |   | |  |      |  | Q2      (No questions asked on 10-word summaries)
|    | |               |    |  |   | |  |      |  | | Q3
|    | |               |    |  |   | |  |      |  | | | Q4
|    | |               |    |  |   | |  |      |  | | | | Q5
|    | |               |    |  |   | |  |      |  | | | | |   Q6
|    | |               |    |  |   | |  |      |  | | | | |   | Q7
|    | |               |    |  |   | |  |      |  | | | | |   | | Q8 
|    | |               |    |  |   | |  |      |  | | | | |   | | | Q9
|    | |               |    |  |   | |  |      |  | | | | |   | | | | Q10
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | Q11
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | Q12
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   Fraction of unmarked peer units at least related to the model's subject
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        Number of peer units 
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   Number of marked peer units
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   Number of unmarked peer units
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   Number of model units
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   Mean coverage
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   |     Median coverage
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   |     |     Sample standard deviation of coverage scores
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   |     |     |       Mean length-adjusted coverage
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   |     |     |       |     Median length-adjusted coverage
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   |     |     |       |     |     Sample standard deviation of adjusted coverage scores
|    | |               |    |  |   | |  |      |  | | | | |   | | | | | | |   |        |   |   |   |   |     |     |       |     |     |

D070 M --------------- 010  10 F   D C  16     0  - - - - -   - - - - - - -   0.00     1   0   1   1   0.000 0.000 0.000   0.000 0.000 0.000  
D070 M --------------- 010  10 F   D C  19     0  - - - - -   - - - - - - -   1.00     1   0   1   1   0.000 0.000 0.000   0.000 0.000 0.000  
D070 M --------------- 010   5 F   D C  20     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.300 0.300 0.000  
D070 M --------------- 010   6 F   D C  25     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.267 0.267 0.000  
D070 M --------------- 010   9 F   D C  26     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.167 0.167 0.000  
D070 M --------------- 010  10 F   D C  29     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.133 0.133 0.000  
D070 M --------------- 010  10 F   D C   G     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.400 0.400 0.000   0.267 0.267 0.000  
D070 M --------------- 010  10 F   D E  16     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.133 0.133 0.000  
D070 M --------------- 010  10 F   D E  19     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.133 0.133 0.000  
D070 M --------------- 010   5 F   D E  20     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.300 0.300 0.000  
D070 M --------------- 010   6 F   D E  25     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.400 0.400 0.000   0.400 0.400 0.000  
D070 M --------------- 010   9 F   D E  26     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.167 0.167 0.000  
D070 M --------------- 010  10 F   D E  29     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.133 0.133 0.000  
D070 M --------------- 010  10 F   D E   G     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.600 0.600 0.000   0.400 0.400 0.000  
D070 M --------------- 010  10 F   D H  16     0  - - - - -   - - - - - - -   1.00     1   0   1   1   0.000 0.000 0.000   0.000 0.000 0.000  
D070 M --------------- 010  10 F   D H  19     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.400 0.400 0.000   0.267 0.267 0.000  
D070 M --------------- 010   5 F   D H  20     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.300 0.300 0.000  
D070 M --------------- 010   6 F   D H  25     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.267 0.267 0.000  
D070 M --------------- 010   9 F   D H  26     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.200 0.200 0.000   0.167 0.167 0.000  
D070 M --------------- 010  10 F   D H  29     0  - - - - -   - - - - - - -   1.00     1   0   1   1   0.000 0.000 0.000   0.000 0.000 0.000  
D070 M --------------- 010  10 F   D H   G     0  - - - - -   - - - - - - -   0.00     1   1   0   1   0.400 0.400 0.000   0.267 0.267 0.000  
D070 M --------------- 050  46 F   D C  16     2  1 0 0 1 0   0 0 0 0 0 0 0   0.00     2   2   0   6   0.067 0.000 0.103   0.071 0.027 0.069  
D070 M --------------- 050  50 F   D C  19     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0   6   0.500 0.600 0.415   0.333 0.400 0.276  
D070 M --------------- 050  56 F   D C   2     3  1 0 0 1 1   0 0 0 0 0 0 0   0.00     2   2   0   6   0.367 0.100 0.497   0.244 0.067 0.331  
D070 M --------------- 050  43 F   D C  20     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     2   1   1   6   0.033 0.000 0.082   0.069 0.047 0.054  
D070 M --------------- 050  34 F   D C  24     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     1   1   0   6   0.267 0.200 0.301   0.284 0.240 0.201  
D070 M --------------- 050  35 F   D C  25     3  1 0 0 1 0   0 0 1 0 0 0 0   1.00     2   1   1   6   0.067 0.000 0.163   0.144 0.100 0.109  
D070 M --------------- 050  46 F   D C  26     2  0 1 0 1 0   0 0 0 0 0 0 0   1.00     5   3   2   6   0.300 0.300 0.329   0.227 0.227 0.219  
D070 M --------------- 050  66 F   D C  28     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     2   2   0   6   0.367 0.300 0.408   0.244 0.200 0.272  
D070 M --------------- 050  56 F   D C  29     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     2   2   0   6   0.267 0.000 0.432   0.178 0.000 0.288  
D070 M --------------- 050  58 F   D C   3     0  0 0 0 0 0   0 0 0 0 0 0 0   1.00     2   1   1   6   0.200 0.000 0.400   0.133 0.000 0.267  
D070 M --------------- 050  50 F   D C   G     0  0 0 0 0 0   0 0 0 0 0 0 0   0.00     4   4   0   6   0.700 0.900 0.415   0.467 0.600 0.276  
